"","0","1","2","3","Number of Proteins","Proteome Length","ID","Pathogen","Organism","Organism.Id","Protein.count","CPD","Components","Taxon.mnemonic","Taxonomic.lineage","Genome.assembly.ID","Genome.representation","Chronic.or.Acute","Genome","Family_Viral_Zone","superkingdom","kingdom","phylum","class","order","family","genus","species","0_corrected","1_corrected","2_corrected","3_corrected"
"92",5,635,3610,3747,"   2","3761","UP000008868","Onyong-nyong virus","O'nyong-nyong virus (strain Gulu) (ONNV)",11028,"2","Standard","Genome","ONNVG","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Onyong-nyong virus","GCA_000863005.1","full","Acute","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Onyong-nyong virus",0.133262260127932,16.9243070362473,96.2153518123667,99.8667377398721
"93",296,9359,40221,41133,"  129","42036","UP000000870","Orf virus","Orf virus (strain Goat/Texas/SA00/2000) (OV-SA00) (Orf virus-San Angelo 2000)",647330,"129","Close to standard (low value)","Genome","ORFSA","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Parapoxvirus, Orf virus","GCA_000844845.1","full","lesions usually resolve by its natural course within a maximum of 8 weeks (immunocompromised hosts)","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus","Orf virus",0.706443914081146,22.3365155131265,95.9928400954654,98.1694510739857
"94",5,535,3837,3966,"   4","3994","UP000117676","Oropouche virus","Oropouche virus",118655,"4","Unknown","Genome","UP000117676","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Peribunyaviridae, Orthobunyavirus, Oropouche orthobunyavirus",NA,NA,"Acute","ssRNA-","Peribunyaviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Oropouche orthobunyavirus",0.125533517449159,13.43208636706,96.3344212904846,99.5731860406729
"95",7,582,3229,3330,"   4","3358","UP000139415","Pichinde mammarenavirus","Pichinde mammarenavirus (PICV) (Pichind mammarenavirus)",2169993,"4","Unknown","Genome","PIARV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus",NA,NA,"Acute","ssRNA-","Arenaviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Cali mammarenavirus",0.209142515685689,17.388706304153,96.4744547355841,99.4920824619062
"96",8,327,2189,2260,"   2","2274","UP000000356","Poliovirus type 1","Poliovirus type 1 (strain Mahoney)",12081,"2","Standard","Genome","POL1M","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Enterovirus, Enterovirus C, Human poliovirus 1","GCA_000861165.1","full","Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus C",0.353200883002208,14.4370860927152,96.644591611479,99.7792494481236
"97",2,582,3739,3863,"   4","3891","UP000214480","Punta toro phlebovirus","Punta toro phlebovirus",11587,"4","Unknown","Genome","PTPV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Phlebovirus, Punta Toro phlebovirus","GCA_002815115.1","full","Acute","ssRNA-","Phenuiviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Punta Toro phlebovirus",0.0515463917525773,15,96.3659793814433,99.5618556701031
"98",11,589,3662,3799,"   4","3827","UP000110237","Puumala virus","Puumala virus (strain Sotkamo/V-2969/81)",39002,"4","Unknown","Genome","PUUMS","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Hantaviridae, Mammantavirinae, Orthohantavirus, Puumala orthohantavirus",NA,NA,"Acute","ssRNA-","Hantaviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Puumala orthohantavirus",0.288259958071279,15.4350104821803,95.9643605870021,99.5545073375262
"99",12,696,3488,3580,"   5","3615","UP000008649","Rabies virus","Rabies virus (strain Pasteur vaccins / PV) (RABV)",103929,"5","Standard","Genome","RABVP","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Rabies lyssavirus","GCA_000859625.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus rabies",0.333055786844296,19.3172356369692,96.8082153760755,99.3616430752151
"100",5,623,3677,3828,"   4","3856","UP000002477","Rift valley fever virus","Rift valley fever virus (strain ZH-548 M12) (RVFV)",11589,"4","Unknown","Genome","RVFVZ","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Phlebovirus, Rift Valley fever phlebovirus",NA,NA,"Acute","ssRNA-","Phenuiviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Rift Valley fever phlebovirus",0.130039011703511,16.2028608582575,95.630689206762,99.5578673602081
"101",8,489,2381,2461,"   1","2468","UP000029743","Rosavirus A2","Rosavirus A2 (isolate Human/Gambia/GA7403/2008) (RoV-A2)",1511807,"1","Standard","Genome","ROSV2","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Rosavirus, Rosavirus A, Rosavirus A2","GCA_000918175.1","full","Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Rosavirus","Rosavirus A",0.32520325203252,19.8780487804878,96.7886178861789,100.040650406504
"102",7,648,3566,3713,"   2","3734","UP000006579","Ross river virus","Ross river virus (strain NB5092) (RRV)",11031,"2","Standard","Genome","RRVN","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Ross River virus","GCA_000862165.1","full","Could take 3 to 6 months to resolve","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Ross River virus",0.187919463087248,17.3959731543624,95.7315436241611,99.6778523489933
"103",7,876,5616,5813,"  12","5897","UP000001119","Rotavirus A","Rotavirus A (isolate RVA/Monkey/South Africa/SA11-H96/1958/G3P5B[2]) (RV-A) (Simian Agent 11 (isolate SI/South Africa/H96/58))",450149,"12","Unknown","Genome","ROTSH","Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Reoviridae, Sedoreovirinae, Rotavirus, Rotavirus A, Simian rotavirus A, Simian rotavirus A/SA11","GCA_000880735.1","full","Acute","dsRNA","Sedoreoviridae","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A",0.119088125212657,14.9030282408983,95.5427015991834,98.8941816944539
"104",3,860,5453,5628,"  12","5712","UP000114294","Rotavirus B","Rotavirus B (isolate RVB/Human/China/ADRV/1982) (RV-B) (Rotavirus B (isolate adult diarrhea rotavirus))",10942,"12","Unknown","Genome","ROTGA","Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Reoviridae, Sedoreovirinae, Rotavirus, Rotavirus B",NA,NA,"Acute","dsRNA","Sedoreoviridae","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus B",0.0526962936940102,15.1062708589496,95.7842965044792,98.8582469699631
"105",13,778,5317,5531,"  11","5608","UP000007664","Rotavirus C","Rotavirus C (isolate RVC/Human/United Kingdom/Bristol/1989) (RV-C)",31567,"11","Unknown","Genome","ROTHC","Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Reoviridae, Sedoreovirinae, Rotavirus, Rotavirus C","GCA_000864225.1","full","Acute","dsRNA","Sedoreoviridae","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus C",0.232558139534884,13.91771019678,95.1162790697674,98.9445438282648
"106",22,785,3090,3165,"   2","3179","UP000000571","Rubella virus","Rubella virus (strain Therien) (RUBV)",11045,"2","Standard","Genome","RUBVT","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Hepelivirales, Matonaviridae, Rubivirus, Rubivirus rubellae, Rubella virus","GCA_000863025.1","full","Acute","ssRNA+","Matonaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Hepelivirales","Matonaviridae","Rubivirus","Rubivirus rubellae",0.694006309148265,24.7634069400631,97.4763406940063,99.8422712933754
"107",8,688,3569,3706,"   2","3720","UP000007138","Sagiyama virus","Sagiyama virus (SAGV)",59303,"2","Outlier (high value)","Genome","SAGV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Getah virus","GCA_002888735.1","full","Acute","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Getah virus",0.215575316626246,18.5394772298572,96.1735381298841,99.8652654271086
"108",8,504,2304,2367,"   1","2374","UP000029742","Salivirus A","Salivirus A (isolate Human/Nigeria/NG-J1/2007) (SV-A)",651733,"1","Standard","Genome","SALVA","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Salivirus, Salivirus A","GCA_000886535.1","full","Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Salivirus","Salivirus A",0.338123415046492,21.301775147929,97.3795435333897,100.042265426881
"109",8,639,3804,3916,"   4","3944","UP000207632","Sandfly fever Turkey virus","Sandfly fever Turkey virus",688699,"4","Unknown","Genome","UP000207632","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Phlebovirus, Sicilian phlebovirus","GCA_000891955.1","full","Acute","ssRNA-","Phenuiviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Sicilian phlebovirus",0.203407068395627,16.2471395881007,96.7200610221205,99.5677599796593
"110",8,494,2905,2987,"   3","3008","UP000000667","Sapovirus aka Sapporo virus","Sapovirus (strain GII/Human/Japan/Sakai C12/2001) (SaV) (Sapporo virus)",290314,"3","Close to standard (high value)","Genome","SVC12","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Sapovirus, Sapporo virus, Sapovirus GII","GCA_000855765.1","full","Acute","ssRNA+","Caliciviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Sapovirus","Sapporo virus",0.266844563042028,16.4776517678452,96.8979319546364,99.6330887258172
"111",43,2412,13834,14320,"   17","14439","UP000464024","SARS coronavirus 2","Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)",2697049,"17","Standard","Genome","SARS2","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Sarbecovirus, Severe acute respiratory syndrome coronavirus","GCA_009858895.3","full","Acute","ssRNA+","Coronaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Severe acute respiratory syndrome-related coronavirus",0.298300381547,16.732570239334,95.9694762400277,99.3409642733264
"112",4,651,3550,3671,"   2","3685","UP000000570","Semliki forest virus","Semliki forest virus (SFV)",11033,"2","Standard","Genome","SFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000860285.1","full","Acute","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Semliki Forest virus",0.108813928182807,17.7094668117519,96.5723612622416,99.8639825897715
"113",6,537,3578,3692,"   3","3713","UP000207620","Seoul virus","Seoul virus (strain 80-39)",12557,"3","Unknown","Genome","SEOU8","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Hantaviridae, Mammantavirinae, Orthohantavirus, Seoul orthohantavirus","GCA_000855645.1","full","Acute","ssRNA-","Hantaviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Seoul orthohantavirus",0.162030785849311,14.5017553335134,96.6243586281393,99.7029435592763
"114",3,693,3419,3542,"   5","3577","UP000001063","Simian foamy virus","Simian foamy virus (isolate chimpanzee) (SFVcpz)",298339,"5","Standard","Genome","SFVCP","Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Spumaretrovirinae, Spumavirus, Simian foamy virus","GCA_000848485.1","full","Chronic","ssRNA+-RT","Retroviridae","Viruses","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Spumavirus","Simian foamy virus",0.0841514726507714,19.4389901823282,95.9046283309958,99.3548387096774
"115",8,834,4704,4837,"   8","4893","UP000007232","Simian virus 5","Parainfluenza virus 5 (strain W3) (PIV5) (Simian virus 5)",11208,"8","Standard","Genome","PIV5","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Rubulavirinae, Orthorubulavirus, Mammalian orthorubulavirus 5","GCA_000854805.1","full","Acute","ssRNA-","Paramyxoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Orthorubulavirus","Mammalian orthorubulavirus 5",0.1640016400164,17.0971709717097,96.4329643296433,99.1594915949159
"116",12,847,4433,4558,"   3","4579","UP000006710","Sindbis virus","Sindbis virus (SINV)",11034,"3","Standard","Genome","SINDV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000860545.1","full","Acute","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Sindbis virus",0.262639527248851,18.5379732983147,97.0234186911797,99.7592471000219
"117",14,522,2451,2524,"   3","2545","UP000007226","Southampton virus","Southampton virus (strain GI/Human/United Kingdom/Southampton/1991) (SHV) (Hu/NV/SHV/1991/UK)",37129,"3","Standard","Genome","SOUV3","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Norovirus, Norwalk virus, Norovirus GI, Southampton virus",NA,NA,"Acute","ssRNA+","Caliciviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Norovirus","Norwalk virus",0.552268244575937,20.5917159763314,96.6863905325444,99.5660749506903
"118",7,569,3306,3423,"   1","3430","UP000171556","St. louis encephalitis virus","Saint Louis encephalitis virus",11080,"1","Standard","Genome","UP000171556","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus",NA,NA,"Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Saint Louis encephalitis virus",0.204558737580362,16.6277030976037,96.6101694915254,100.029222676797
"119",7,643,3298,3408,"   1","3415","UP000006848","Tick-borne powassan virus","Tick-borne powassan virus (strain LB) (POWV) (Powassan virus)",39008,"1","Standard","Genome","POWVL","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus, Powassan virus","GCA_000860485.1","full","Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Orthoflavivirus","Orthoflavivirus powassanense",0.205459348400352,18.8729087173466,96.8007044320517,100.029351335486
"120",15,325,1282,1325,"   3","1346","UP000001448","Torque teno virus","Torque teno virus (strain VT416) (TTV)",486280,"3","Close to standard (high value)","Genome","TTVV1","Viruses, Anelloviridae, unclassified Anelloviridae, Torque teno virus","GCA_000857545.1","full","Chronic","ssDNA","Anelloviridae","Viruses",NA,NA,NA,NA,"Anelloviridae",NA,"Torque teno virus",1.12275449101796,24.3263473053892,95.9580838323353,99.1766467065868
"121",5,701,3852,3975,"   4","4003","UP000142444","Toscana virus","Toscana virus (Tos)",11590,"4","Unknown","Genome","TOSV","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Phlebovirus, Toscana phlebovirus",NA,NA,"Acute","ssRNA-","Phenuiviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Toscana phlebovirus",0.125250501002004,17.560120240481,96.4929859719439,99.5741482965932
"122",8,666,3472,3610,"   4","3638","UP000008595","Uukuniemi virus","Uukuniemi virus (strain S23) (UUKV)",487099,"4","Unknown","Genome","UUKS","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Phlebovirus, Uukuniemi phlebovirus","GCA_000851865.1","full","Acute","ssRNA-","Phenuiviridae","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Uukuniemi phlebovirus",0.220567962503446,18.3622828784119,95.7264957264957,99.5312930796802
"123",352,8419,53265,55276,"  217","56795","UP000000344","Vaccinia virus","Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR))",10254,"217","Standard","Genome","VACCW","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Vaccinia virus","GCA_000860085.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Vaccinia virus",0.622226936062647,14.8821834508847,94.1560163334571,97.7108412437468
"124",110,6623,34353,35299,"   69","35782","UP000002602","Varicella-zoster virus","Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)",10338,"69","Standard","Genome","VZVD","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Varicellovirus, Human herpesvirus 3","GCA_000858285.1","full","Chronic","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Varicellovirus humanalpha3",0.308071472581639,18.5487032991654,96.2107208872458,98.8601355514479
"125",326,7972,50815,52700,"  198","54086","UP000002060","Variola virus","Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)",587200,"198","Standard","Genome","VAR67","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Orthopoxvirus, Variola virus","GCA_000859885.1","full","Acute","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Variola virus",0.605037026038863,14.7955680109872,94.3096824483584,97.8081327369574
"126",12,707,3608,3734,"   2","3748","UP000171441","Venezuelan equine encephalitis virus","Venezuelan equine encephalitis virus (strain P676) (VEEV)",36385,"2","Standard","Genome","EEVVP","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Venezuelan equine encephalitis virus",NA,NA,"Acute","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Venezuelan equine encephalitis virus",0.320941428189355,18.9087991441562,96.4963894089329,99.8662744049211
"127",4,525,3435,3561,"   6","3603","UP000002327","Vesicular stomatitis Indiana virus","Vesicular stomatitis Indiana virus (strain San Juan) (VSIV)",11285,"6","Standard","Genome","VSIVA","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Vesiculovirus, Indiana vesiculovirus, Vesicular stomatitis Indiana virus","GCA_000850045.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Vesiculovirus","Vesiculovirus indiana",0.11142061281337,14.6239554317549,95.6824512534819,99.1922005571031
"128",5,603,3312,3426,"   1","3433","UP000136458","West Nile virus","West Nile virus (WNV)",11082,"1","Standard","Genome","WNV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus",NA,NA,"Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Orthoflavivirus","Orthoflavivirus nilense",0.145985401459854,17.6058394160584,96.7007299270073,100.029197080292
"129",8,674,3568,3689,"   2","3703","UP000128494","Western equine encephalitis virus","Western equine encephalitis virus (WEEV)",11039,"2","Standard","Genome","WEEV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus",NA,NA,"Acute","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Western equine encephalitis virus",0.216567406605306,18.245804006497,96.5890633459664,99.8646453708717
"130",6,350,1547,1598,"   4","1626","UP000118542","WU polyomavirus","WU polyomavirus (WUPyV)",440266,"4","Standard","Genome","POVWU","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus, Human polyomavirus 4",NA,NA,"Acute","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus quartihominis",0.371517027863777,21.671826625387,95.7894736842105,98.9473684210526
"131",184,6071,40092,41382,"  140","42362","UP000008596","Yaba monkey tumor virus","Yaba monkey tumor virus (strain VR587) (YMTV)",928314,"140","Close to standard (low value)","Genome","YMTV5","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Yatapoxvirus, Yaba monkey tumor virus","GCA_000845705.1","full","Lesions last about 6 weeks","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Yatapoxvirus","Yaba monkey tumor virus",0.435864029373445,14.3811441430771,94.9709818784792,98.0267677365865
"132",220,6795,43308,44740,"  150","45790","UP000136581","Yaba-like disease virus","Yaba-like disease virus (YLDV)",132475,"150","Close to standard (low value)","Genome","YLDV","Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Yatapoxvirus, Tanapox virus","GCA_000847185.1","full","Lesions last about 6 weeks","dsDNA","Poxviridae","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Yatapoxvirus","Tanapox virus",0.48210724694848,14.8905397409769,94.9050029583854,98.0430828567046
"133",8,614,3301,3404,"   1","3411","UP000000360","Yellow fever virus","Yellow fever virus (strain 17D vaccine) (YFV)",11090,"1","Standard","Genome","YEFV1","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus, Yellow fever virus","GCA_000857725.1","full","Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Orthoflavivirus","Orthoflavivirus flavi",0.23508668821628,18.0429033205995,97.0026447252424,100.029385836027
"134",4,659,3303,3412,"   1","3419","UP000054557","Zika virus","Zika virus (ZIKV)",64320,"1","Standard","Genome","ZIKV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Flavivirus","GCA_000882815.1","full","Acute","ssRNA+","Flaviviridae","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Orthoflavivirus","Orthoflavivirus zikaense",0.117267663441806,19.3198475520375,96.8337730870712,100.02931691586
